"Variable / Field Name";"Form Name";"Section Header";"Field Type";"Field Label";"Choices, Calculations, OR Slider Labels";"Field Note";"Text Validation Type OR Show Slider Number";"Text Validation Min";"Text Validation Max";Identifier?;"Branching Logic (Show field only if...)";"Required Field?";"Custom Alignment";"Question Number (surveys only)";"Matrix Group Name";"Matrix Ranking?";"Field Annotation"
cc_o;complications;;yesno;"Other Cardiovascular Complication";;;;;;;[cardio_complications]='1';;RH;;;;
cc_o_spec;complications;;text;"Specific Other Cardiovascular Complication";;;;;;;[cc_o]='1';;;;;;
pulmonary_complications;complications;" ";yesno;"Pulmonary Complications";;"Pneumothorax, Pulmonary Hemorrhage";;;;;;y;RH;;;;
hemothorax;complications;;yesno;Hemothorax;;"requriring >3 Units PRBC/day";;;;;"[pulmonary_complications] = '1'";;RH;;;;
pneumothorax;complications;;yesno;Pneumothorax;;"requiring insertion of chest drain";;;;;"[pulmonary_complications] = '1'";;RH;;;;
pulmonary_hemorrhage;complications;;yesno;"Pulmonary Hemorrhage";;"requiring >3 Units PRBC/day";;;;;"[pulmonary_complications] = '1'";;RH;;;;
pc_o;complications;;yesno;"Other Pulmonary Complication";;;;;;;[pulmonary_complications]='1';;RH;;;;
pc_o_spec;complications;;text;"Specific Other Pulmonary Complication";;;;;;;[pc_o]='1';;;;;;
limb_complications;complications;" ";yesno;"Patient Limb Complications";;"Fasciotomy, Limb amputation, Limb ischemia requiring limb reperfusion cannula, Limb compartment syndrome";;;;;;y;RH;;;;
compartment_syndrome;complications;;yesno;"Limb Compartment Syndrome";;;;;;;"[limb_complications] = '1'";;RH;;;;
fasciotomy;complications;;yesno;"Fasciotomy ";;"fasciotomy performed secondary to compartment syndrome from ECLS cannulation ( fasciotomy performed during ECLS hospitalization)";;;;;"[limb_complications] = '1'";;RH;;;;
amputation;complications;;yesno;"Limb Amputation";;"limb amputation secondary to complications from ECLS run (amputation performed during ECLS hospitalization) ";;;;;"[limb_complications] = '1'";;RH;;;;
limb_cannula;complications;;yesno;"Limb ischemia requiring limb reperfusion cannula";;"post peripheral cannulation, requiring addition of limb reperfusion cannula >= 6 hours post cannulation";;;;;"[limb_complications] = '1'";;RH;;;;
lc_o;complications;;yesno;"Other Limb Complication";;;;;;;[limb_complications]='1';;RH;;;;
lc_o_spec;complications;;text;"Specific Other Limb Complication";;;;;;;[lc_o]='1';;;;;;
kidney_comp;complications;" ";yesno;"Kidney Complications";;;;;;;;;RH;;;;
crea1;complications;;yesno;"Creatinine 1,5 -3,0";;;;;;;"[kidney_comp]=""1""";;RH;;;;
crea2;complications;;yesno;"Creatinine >3";;;;;;;"[kidney_comp]=""1""";;RH;;;;
cvvhdf;complications;;yesno;"Renal Replacement Therapy required";;;;;;;"[kidney_comp]=""1""";;RH;;;;
disc_reason_i;discontinuation_impella;;checkbox;"Discontinuation Reason";"1, Expected recovery|2, Death or Poor Prognosis|3, Resource Limitation|4, MCS Complication|5, VAD|6, Transplantation";;;;;;;y;;;;;
vad_post_imp;discontinuation_impella;;checkbox;"VAD after Impella";"5, temporary RVAD|1, implantable RVAD|2, implantable LVAD|3, implantable BiVAD|4, paracorporeal BiVAD";;;;;;"[disc_reason_i(5)] = '1'";;;;;;
fu_time_point;impella_follow_up;;dropdown;"Time Point";"6, Discharge|1, 30 days|2, 90 days|3, 6 months|4, 1 year|5, 5 years|7, 10 years";;;;;;;;;;;;
fu_lost;impella_follow_up;;yesno;"Lost to Follow up";;;;;;;;;RH;;;;
fu_hospital;impella_follow_up;;yesno;"Still in Hospital ";;;;;;;;;RH;;;;
fu_date;impella_follow_up;;text;"Date of Assessment";;;date_dmy;2015-01-01;2030-01-01;;"[fu_lost] = '0'";;;;;;
fu_form;impella_follow_up;;dropdown;"Form of Assessment ";"1, Telephone call|2, Physician contact / outpatient department|3, Authorities / other";;;;;;;;RH;;;;
fu_nyha;impella_follow_up;;radio;"NYHA Score";"1, 1|2, 2|3, 3|4, 4";;;;;;[fu_lost]='0';;RH;;;;
fu_selfcare;impella_follow_up;;yesno;"Able to perform self-care";;;;;;;;;RH;;;;
fu_work;impella_follow_up;;yesno;"Able to return to work / Returned to work";;;;;;;;;RH;;;;
fu_dialysis;impella_follow_up;;yesno;"Kidney failure requiring dialysis ";;;;;;;;;RH;;;;
fu_carelevel;impella_follow_up;;radio;"Care Level (Pflegestufe)";"1, 1|2, 2|3, 3|4, 4|5, 5|6, none";;;;;;;;RH;;;;
fu_woundhealing;impella_follow_up;;yesno;"Wound healing disorders ";;;;;;;[fu_lost]='0';;RH;;;;
fu_woundhealing_treatment;impella_follow_up;;yesno;"Treatment of wound healing disorders";;;;;;;;;RH;;;;
fu_woundhealing_treatment_spec;impella_follow_up;;checkbox;"Specific treatment for wound healing disorder";"1, Intravenous antibiotic therapy|2, VAC therapy|3, Surgical removal of Graft";;;;;;"[fu_woundhealing] = '1' and [fu_woundhealing_treatment] = '1'";;;;;;
fu_woundhealing_surgery;impella_follow_up;;text;"Date of surgery for woundhealing disorder";;;date_dmy;2010-01-01;2030-01-01;;"[fu_woundhealing_treatment_spec(2)] = '1' or [fu_woundhealing_treatment_spec(3)] = '1'";;RH;;;;
fu_plexus;impella_follow_up;;yesno;"Brachial plexus lesion";;;;;;;[fu_lost]='0';;RH;;;;
fu_plexus_spec;impella_follow_up;;checkbox;"Manifestation of brachial plexus lesion?";"1, Paresis|2, Paraesthesia";;;;;;"[fu_plexus] = '1'";;RH;;;;
fu_impair_functionality;impella_follow_up;;yesno;"Functional impairment";;;;;;;;;RH;;;;
fu_impair_mobility;impella_follow_up;;yesno;"Mobility impairment";;;;;;;;;RH;;;;
fu_impair_spec;impella_follow_up;;text;"Details to functional or mobility impairment";;;;;;;"[fu_impair_functionality] = '1' or [fu_impair_mobility] = '1'";;RH;;;;
fu_6mwt;impella_follow_up;;yesno;"6 Minute Walk Test available?";;;;;;;[fu_lost]='0';;RH;;;;
fu_6mwt_spec;impella_follow_up;;text;"Distance of 6 Minute Walk Test";;;number;10;700;;[fu_6mwt]='1';;RH;;;;
eq3d5l_time_point;eq5d5l;;dropdown;"Time Point";"1, Discharge|2, 30 days|3, 90 days|4, 6 months|5, 1 year|6, 2 years|7, 5 years|8, 10 years";;;;;;;;;;;;
eq5d5l_yn;eq5d5l;;yesno;"EQ5D5L performed?";;;;;;;;;RH;;;;
eq5d5l_date;eq5d5l;;text;"Date of EQ5D5L";;;date_dmy;;;;"[eq5d5l_yn] = '1'";;;;;;
eq5d5l_not_spec;eq5d5l;;notes;"Reason why EQ5D5L was not performed";;;;;;;"[eq5d5l_yn] = '0'";;;;;;
eq5d1;eq5d5l;;dropdown;MOBILITY;"1, I have no problems in walking about|2, I have slight problems in walking about|3, I have moderate problems in walkingabout|4, I have severe problems in walking about|5, I am unable to walk about";;;;;;"[eq5d5l_yn] = '1'";;;;;;
eq5d2;eq5d5l;;dropdown;"SELF-CARE ";"1, I have no problems washing or dressingmyself|2, I have slight problems washing ordressing myself|3, I have moderate problems washing ordressing myself|4, I have severe problems washing ordressing myself|5, I am unable to wash or dress myself";;;;;;"[eq5d5l_yn] = '1'";;;;;;
eq5d3;eq5d5l;;dropdown;"USUAL ACTIVITIES ";"1, I have no problems doing my usualactivities|2, I have slight problems doing my usualactivities|3, I have moderate problems doing my usual|4, I have severe problems doing my usualactivities|5, am unable to do my usual activities";;;;;;"[eq5d5l_yn] = '1'";;;;;;
eq5d4;eq5d5l;;dropdown;"PAIN / DISCOMFORT";"1, I have no pain or discomfort|2, I have slight pain or discomfort|3, I have moderate pain or discomfort|4, I have severe pain or discomfort|5, I have extreme pain or discomfort";;;;;;"[eq5d5l_yn] = '1'";;;;;;
eq5d5;eq5d5l;;dropdown;"ANXIETY / DEPRESSION";"1, I am not anxious or depressed|2, I am slightly anxious or depressed|3, I am moderatly anxious or depressed|4, I am severely anxious or depressed|5, I am extremely anxious or depressed";;;;;;"[eq5d5l_yn] = '1'";;;;;;
sf12v2_time_point;sf12v2;;dropdown;"Time point";"1, Discharge|2, 30 days|3, 90 days|4, 6 months|5, 1 year|6, 2 years|7, 5 years|8, 10 years";;;;;;;;;;;;
sf12v2_yn;sf12v2;;yesno;"SF12v2 performed?";;;;;;;;;RH;;;;
sf12v2_date;sf12v2;;text;"Date of SF12v2";;;date_dmy;;;;"[sf12v2_yn] = '1'";;;;;;
sf12v2_no_spec;sf12v2;;notes;"Reason why SF12v2 was not performed?";;;;;;;"[sf12v2_yn] = '0'";;;;;;
f12_1;sf12v2;;dropdown;"In general, would you say your health is:";"1, Excellent|2, Very Good|3, Good|4, Fair|5, Poor";;;;;;"[sf12v2_yn] = '1'";;RH;;;;
f12_2;sf12v2;;dropdown;"Moderate activities, such as moving a table, pushing a vacuum cleaner, bowling, or playing golf";"1, Yes, limited a lot|Yes, limited a little|No, not limited at all";;;;;;"[sf12v2_yn] = '1'";;RH;;;;
f12_3;sf12v2;;dropdown;"Climbing several flights of stairs";"1, Yes, limited a lot|2, Yes, limited a little|3, No, not limited at all";;;;;;"[sf12v2_yn] = '1'";;RH;;;;
f12_4;sf12v2;;dropdown;"Accomplished less than you would like";"1, All of the time|2, Most of the time|3, Some of the time|4, A little of the time|5, None of the time";;;;;;"[sf12v2_yn] = '1'";;RH;;;;
f12_5;sf12v2;;dropdown;"Were limited in the kind of work or other activities";"1, All of the time|2, Most of the time|3, Some of the time|4, A little of the time|5, None of the time";;;;;;"[sf12v2_yn] = '1'";;RH;;;;
f12_6;sf12v2;;dropdown;"Accomplished less than you would like";"1, All of the time|2, Most of thetime|3, Some of thetime|4, A little of thetime|5, None of thetime";;;;;;"[sf12v2_yn] = '1'";;RH;;;;
f12_7;sf12v2;;dropdown;"Did work or activities less carefully than usual";"1, All of the time|2, Most of the time|3, Some of the time|4, A little of the time|5, None of the time";;;;;;"[sf12v2_yn] = '1'";;RH;;;;
f12_8;sf12v2;;dropdown;"During the past 4 weeks, how much did pain interfere with your normal work(including both work outside the home and housework)?";"1, Not at all|2, A little bit|3, Moderately|4, Quite a bit|5, Extremely";;;;;;"[sf12v2_yn] = '1'";;RH;;;;
f12_9;sf12v2;;dropdown;"Have you felt calm and peaceful";"1, All of the time|2, Most of the time|3, Some of the time|4, A little of the time|5, None of the time";;;;;;"[sf12v2_yn] = '1'";;RH;;;;
f12_10;sf12v2;;dropdown;"Did you have a lot of energy";"1, All of the time|2, Most of the time|3, Some of the time|4, A little of the time|5, None of the time";;;;;;"[sf12v2_yn] = '1'";;RH;;;;
f12_11;sf12v2;;dropdown;"Have you felt downhearted and depressed";"1, All of the time|2, Most of the time|3, Some of the time|4, A little of the time|5, None of the time";;;;;;"[sf12v2_yn] = '1'";;RH;;;;
f12_12;sf12v2;;dropdown;"During the past 4 weeks, how much of the time has your physical health oremotional problems interfered with your social activities (like visiting friends,relatives, etc.)?";"1, All of the time|2, Most of the time|3, Some of the time|4, A little of the time|5, None of the time";;;;;;"[sf12v2_yn] = '1'";;RH;;;;
diff_mi_ecls;calculation;;calc;"Days between Myocardial Infarction and ECLS start ";"datediff([ecls_arm_1][pre_mi_date],[ecls_arm_1][ecls_start_date][1],""d"")";;;;;;"[pre_mi] = '1'";;;;;;
days_vent_ecls;calculation;;calc;"Days between Intubation and ECLS-Implantation";"datediff([ventil_start_date],[ecls_start_date][1],""d"",""true"")";;;;;;"[intubation] = '1'";;;;;;
icu_stay;calculation;;calc;"ICU stay after ECLS-Explantation";"datediff([ecls_stop_date],[discharg_icu_date],""d"")";;;;;;"[discharge(2)] = '1'";;;;;;
hospital_stay;calculation;;calc;"Hospital stay after ECLS-Explantation ";"datediff([ecls_stop_date],[discharg_hospital_date],""d"")";;;;;;"[discharge(3)] = '1'";;;;;;
hospital_stay_mcs;calculation;;calc;"Hospital Stay after additional MCS-Explantation";"datediff([mcs_expl_date],[discharg_hospital_date],""d"")";;;;;;"[discharge(3)] = '1' and [mcs] = '1'";;;;;;
ecls_duration;calculation;;calc;"ECLS-Duration 1";"datediff([ecls_start_date][1],[ecls_stop_date][1],""d"",""dmy"")";;;;;;;;;;;;
ecls_duration2;calculation;;calc;"ECLS-Duration 2";"datediff([ecls_start_date][2],[ecls_stop_date][2],""d"",""dmy"")";;;;;;;;;;;;
ecls_duration3;calculation;;calc;"ECLS-Duration 3";"datediff([ecls_start_date][3],[ecls_stop_date][3],""d"",""dmy"")";;;;;;;;;;;;
overall_ecls_duration2;calculation;;calc;"overall ECLS-Duration (2 ECLS-Mode)";[ecls_duration]+[ecls_duration2];;;;;;"[ecls_duration2] >= 0";;;;;;
overall_ecls_duration3;calculation;;calc;"overall ECLS-Duration (3 ECLS-Mode)";[ecls_duration]+[ecls_duration2]+[ecls_duration3];;;;;;"[ecls_duration3] >= 0";;;;;;
age_ecls_1;calculation_ecls;;calc;"Age at ECLS";"round(datediff([baseline_arm_1][birthdate],[ecls_arm_1][ecls_start_date][1],""y""))";;;;;;;;;;;;
age_ecls_2;calculation_ecls;;calc;"Age at ECLS";"round(datediff([baseline_arm_2][birthdate],[ecls_arm_2][ecls_start_date][1],""y""))";;;;;;;;;;;;
icu_stay_1;calculation_ecls;;calc;"ICU stay after ECLS-Implantation";"datediff([ecls_arm_1][ecls_start_date][1],[baseline_arm_1][discharg_icu_date],""d"",""dmy"",true)";;;;;;;;;;;;
icu_stay_2;calculation_ecls;;calc;"ICU-Stay after ECLS-Implantation";"datediff([ecls_arm_2][ecls_start_date][1],[baseline_arm_2][discharg_icu_date],""d"",""dmy"",true)";;;;;;;;;;;;
hospital_stay_1;calculation_ecls;;calc;"Hospital stay after ECLS-Implantation";"datediff([ecls_arm_1][ecls_start_date][1],[baseline_arm_1][discharg_hospital_date],""d"",""dmy"",true)";;;;;;;;;;;;
hospital_stay_2;calculation_ecls;;calc;"Hospital Stay after ECLS-Implantation";"datediff([ecls_arm_2][ecls_start_date][1],[baseline_arm_2][discharg_hospital_date],""d"",""dmy"", true)";;;;;;;;;;;;
vent_duration_1;calculation_ecls;;calc;"Ventilation duration (if Intubation before ECLS implantation)";"datediff([ecls_arm_1][ventil_start_date],[baseline_arm_1][extub_date],""d"",""dmy"", true)";;;;;;;;;;;;
vent_duration_2;calculation_ecls;;calc;"Ventilation Duration";"datediff([ecls_arm_2][ventil_start_date],[baseline_arm_2][extub_date],""d"",""dmy"", true)";;;;;;;;;;;;
aki;aki_william;;yesno;"Acute kidney injury ";;;;;;;;;RH;;;;
aki_stage;aki_william;;checkbox;"Highest stage of acute kidney injury";"1, 1|2, 2|3, 3";;;;;;[aki]='1';;RH;;;;
aki_stage_1;aki_william;;checkbox;"AKI Stadium 1";"1, Krea 1.5 -1,9x|2, Krea >0,3mg/dl";;;;;;"[aki_stage(1)] = '1'";;;;;;
aki_stage_3;aki_william;;checkbox;"AKI Stadium 3";"1, Krea >3x|2, Krea 4mg/dl with acute rise|3, CVVHDF";;;;;;"[aki_stage(3)] = '1'";;;;;;
cabg_spec;cabg;;radio;"Type of CABG";"1, OPCAB|2, OPCAB - Switch to on-Pump beating heart|3, On-pump beating heart|4, CABG with cardioplegic arrest|5, CABG on Impella";;;;;;;;;;;;
cabg_number;cabg;;radio;"Number of bypass";"1, 1|2, 2|3, 3|4, 4";;;;;;;;;;;;
bypass_graft_1;cabg;;radio;"Graft type";"1, left thoracica interna artery|2, right thoracica interna artery|3, left radial artery|4, right radial artery|5, vena saphena magna";;;;;;"[cabg_number] = '1' or [cabg_number] = '2' or [cabg_number] = '3' or [cabg_number] = '4'";;;;;;
anastomosis_prox_1;cabg;;radio;"Localisation of proximal anastomosis ";"1, Ascending Aorta|2, Left thoracica interna artery|3, native vessel (no proximal anastomosis necessary)";;;;;;"[cabg_number] = '1' or [cabg_number] = '2' or [cabg_number] = '3' or [cabg_number] = '4'";;;;;;
anastomosis_sequ_1;cabg;;yesno;"Sequential anastomosis";;;;;;;"[cabg_number] = '1' or [cabg_number] = '2' or [cabg_number] = '3' or [cabg_number] = '4'";;RH;;;;
anastomosis_sequ_local_1;cabg;;radio;"Localisation of sequential anastomosis ";"1, RIVA|2, D1|3, RIM|4, M1|5, M2|6, RPLS|7, RIVP|8, RPLD";;;;;;"[anastomosis_sequ_2] = '1'";;;;;;
anastomosis_distal_1;cabg;;radio;"Localisation of distal anastomosis";"1, RIVA|2, D1|3, RIM|4, M1|5, M2|6, RPLS|7, RIVP|8, RPLD";;;;;;"[cabg_number] = '1' or [cabg_number] = '2' or [cabg_number] = '3' or [cabg_number] = '4'";;;;;;
anastomosis_prox_2;cabg;;radio;"Localisation of proximal anastomosis ";"1, Ascending Aorta|2, Left thoracica interna artery|3, native vessel (no proximal anastomosis necessary)";;;;;;"[cabg_number] = '2' or [cabg_number] = '3' or [cabg_number] = '4'";;;;;;
anastomosis_sequ_2;cabg;;yesno;"Sequential anastomosis";;;;;;;"[cabg_number] = '2' or [cabg_number] = '3' or [cabg_number] = '4'";;RH;;;;
anastomosis_sequ_local_2;cabg;;radio;"Localisation of sequential anastomosis ";"1, RIVA|2, D1|3, RIM|4, M1|5, M2|6, RPLS|7, RIVP|8, RPLD";;;;;;"[anastomosis_sequ_2] = '1'";;;;;;
anastomosis_distal_2;cabg;;radio;"Localisation of distal anastomosis";"1, RIVA|2, D1|3, RIM|4, M1|5, M2|6, RPLS|7, RIVP|8, RPLD";;;;;;"[cabg_number] = '2' or [cabg_number] = '3' or [cabg_number] = '4'";;;;;;
anastomosis_prox_3;cabg;;radio;"Localisation of proximal anastomosis ";"1, Ascending Aorta|2, Left thoracica interna artery|3, native vessel (no proximal anastomosis necessary)";;;;;;"[cabg_number] = '3' or [cabg_number] = '4'";;;;;;
anastomosis_sequ_3;cabg;;yesno;"Sequential anastomosis";;;;;;;"[cabg_number] = '3' or [cabg_number] = '4'";;RH;;;;
anastomosis_sequ_local_3;cabg;;radio;"Localisation of sequential anastomosis ";"1, RIVA|2, D1|3, RIM|4, M1|5, M2|6, RPLS|7, RIVP|8, RPLD";;;;;;"[anastomosis_sequ_3] = '1'";;;;;;
anastomosis_distal_3;cabg;;radio;"Localisation of distal anastomosis";"1, RIVA|2, D1|3, RIM|4, M1|5, M2|6, RPLS|7, RIVP|8, RPLD";;;;;;"[cabg_number] = '3' or [cabg_number] = '4'";;;;;;
anastomosis_prox_4;cabg;;radio;"Localisation of proximal anastomosis ";"1, Ascending Aorta|2, Left thoracica interna artery|3, native vessel (no proximal anastomosis necessary)";;;;;;"[cabg_number] = '4'";;;;;;
anastomosis_sequ_4;cabg;;yesno;"Sequential anastomosis";;;;;;;"[cabg_number] = '4'";;RH;;;;
anastomosis_sequ_local_4;cabg;;radio;"Localisation of sequential anastomosis ";"1, RIVA|2, D1|3, RIM|4, M1|5, M2|6, RPLS|7, RIVP|8, RPLD";;;;;;"[anastomosis_sequ_4] = '1'";;;;;;
anastomosis_distal_4;cabg;;radio;"Localisation of distal anastomosis";"1, RIVA|2, D1|3, RIM|4, M1|5, M2|6, RPLS|7, RIVP|8, RPLD";;;;;;"[cabg_number] = '4'";;;;;;
cpb_time;cabg;;text;"Duration of CPB";;;number;;;;"[cabg_spec] = '2' or [cabg_spec] = '3' or [cabg_spec] = '4'";;;;;;
cardioplegia_spec;cabg;;radio;"Cardioplegia type";"1, Custodiol|2, delNido|3, Calafiore";;;;;;"[cabg_spec] = '4'";;;;;;
cardioplegia_num;cabg;;text;"Amount of cardioplegia";;ml;number;;;;"[cabg_spec] = '4'";;;;;;
cardioplegia_duration;cabg;;text;"Duration of cardioplegic arrest";;;number;;;;"[cabg_spec] = '4'";;;;;;
full_revasc;cabg;;yesno;"Full revascularisation";;;;;;;;;RH;;;;
no_revasc_spec;cabg;;checkbox;"Target not revascularised";"1, RIVA|2, D1|3, RIM|4, M1|5, M2|6, RPLS|7, RIVP|8, RPLD";;;;;;"[full_revasc] = '0'";;;;;;
